"projectRcn","projectID","projectAcronym","role","id","name","shortName","activityType","endOfParticipation","ecContribution","country","street","city","postCode","organizationUrl","vatNumber","contactForm","contactType","contactTitle","contactFirstNames","contactLastNames","contactFunction","contactTelephoneNumber","contactFaxNumber"
71279,"IST-2001-34344","SATIP6","participant",,"SINTEF - STIFTELSEN FOR INDUSTRIELL OG TEKNISK FORSKNING VED NORGES TEKNISKE HOEGSKOLE",,,,,"NO","STRINDVEIEN 4","TRONDHEIM",7034,,,,,,,,,,
71279,"IST-2001-34344","SATIP6","participant",,"UNIVERSITA DEGLI STUDI DI ROMA ""LA SAPIENZA""",,,,,"IT","PIAZZALE ALDO MORO 5","ROMA",185,,,,,,,,,,
71279,"IST-2001-34344","SATIP6","participant",,"TELECOM ITALIA SPA","TI",,,,"IT","PIAZZA DEGLI AFFARI 2","MILANO",20123,,,,,,,,,,
71279,"IST-2001-34344","SATIP6","coordinator",,"ALCATEL SPACE",,,,,"FR","12 RUE DE LA BAUME","PARIS 08",75008,,,,,,,,,,
71279,"IST-2001-34344","SATIP6","participant",,"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE",,,,,"FR",3," RUE MICHEL-ANGE","PARIS CEDEX 16",75794,,,,,,,,,
71279,"IST-2001-34344","SATIP6","participant",,"FRANCE TELECOM",,,,,"FR","6 PLACE D'ALLERAY","PARIS 15",75505,,,,,,,,,,
71279,"IST-2001-34344","SATIP6","participant",,"ALLIANCE QUALITE LOGICIEL",,,,,"FR","RUE DE LA CHATAIGNERAIE 4","CESSON SEVIGNE",35510,,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"SWEDISH NATIONAL ROAD AND TRANSPORT RESEARCH INSTITUTE",,,,,"SE","Olaus Magnus väg 37","LINKÖPING",,,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"ARISTOTLE UNIVERSITY OF THESSALONIKI",,,,,"EL","Egnatia Str.","THESSALONIKI",,,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"UNIVERSITY OF STUTTGART",,,,,"DE","Nobelstrasse 12",,,,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"TRANSPORT RESEARCH LABORATORY",,,,,"UK","Old Wokingham Road","Crowthorne","RG45 6AU",,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"RISK MANAGEMENT GROUP",,,,,"NL","PRINS WILLEM-ALEXANDERLAAN 651",,,,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"C.R.F. SOCIETA CONSORTILE PER AZIONI",,,,,"IT","Strada Torino 50",,,,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"TECHNICAL RESEARCH CENTRE OF FINLAND",,,,,"FI","Metallimiehenkuja 10",,,,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"TECHNICAL UNIVERSITY OF DELFT",,,,,"NL","Kluyverweg 4",,,,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"JAM DE RIJK IT DEPARTMENT",,,,,"NL","LEEMSTRAAT 15",,,,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"S18- DEPARTMENT OF TRANSPORT PLANNING",,,,,"CZ","VINOHRADY 10",,,,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"BELGISCH INSTITUUT VOOR DE VERKEERSVEILIGHEID INSTITUT BELGE POUR LA SECURITE ROUTIERE",,,,,"BE","CHAUSSEE DE HAECHT 1405",,,,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"DEPARTMENT OF TRANSPORTATION PLANNING AND ENGINEERING",,,,,"EL","5 Iroon Polytechniou Street"," Zografou Campus","ZOGRAFOU-ATHENS",,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"CENTRE FOR ENVIRONMENTAL AND TRAFFIC PSYCHOLOGY COV FACULTY OF PSYCHOLOGY"," EDUCATION AND SOCIOLOGY",,,,,"NL","Grote Kruisstraat 2/1",,,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","coordinator",,"SWOV INSTITUTE FOR ROAD SAFETY RESEARCH",,,,,"NL","Duindoorn 32",,,,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"ADVANCED DEVELOPMENT FOR SAFETY SYSTEMS",,,,,"FR","AVENUE DU MIRAIL",,,,,,,,,,,,
70894,"GRD1/10047/1999","ADVISORS","participant",,"ACCIDENT RESEARCH / ROAD USER ATTITUDE AND BEHAVIOUR",,,,,"DE","BRÜDERSTRASSE 53",,51427,,,,,,,,,,
70885,"GMA2/32041/2000","IMPCHRESS-2","participant",,"TUV KRAFTFAHRT GMBH",,,,,"DE","Am Grauen Stein","Cologne",51105,,,,,,,,,,
70885,"GMA2/32041/2000","IMPCHRESS-2","participant",,"BRITAX EXCELSIOR LTD.",,,,,"UK","Churchill Way West","Andover","SP10 3UW",,,,,,,,,,
70885,"GMA2/32041/2000","IMPCHRESS-2","participant",,"CRANFIELD IMPACT CENTRE LIMITED",,,,,"UK","Wharley End","Cranfield"," Bedford","MK43 0JR",,,,,,,,,
70885,"GMA2/32041/2000","IMPCHRESS-2","participant",,"SEATRAC (EUROPE) LIMITED",,,,,"UK","Meon House","Petersfield","GU32 3JN",,,,,,,,,,
70885,"GMA2/32041/2000","IMPCHRESS-2","coordinator",,"NETHERLANDS ORGANISATION FOR APPLIED RESEARCH (TNO)",,,,,"NL","Schoemakerstraat 97 - 6033","Delft","2600 JA",,,,,,,,,,
70479,"NNE5/950/2001","100%RES-EL HIERRO","participant",,"NATIONAL TECHNICAL UNIVERSITY OF ATHENS",,,,,"EL",9," HEROON POLYTECHNIOU STR.","ATHENS",15773,,,,,,,,,
70479,"NNE5/950/2001","100%RES-EL HIERRO","coordinator",,"INSTITUTO TECNOLÓGICO DE CANARIAS"," S.A.",,,,,"ES","C/Cebrian",3,"LAS PALMAS DE GRAN CANARIA",35003,,,,,,,,
70479,"NNE5/950/2001","100%RES-EL HIERRO","participant",,"INSULA - INTERNATIONAL SCIENTIFIC COUNCIL FOR ISLAND DEVELOPMENT",,,,,"FR","c/o UNESCO - 1"," rue Miollis","PARIS",,,,,,,,,,
70479,"NNE5/950/2001","100%RES-EL HIERRO","participant",,"Agência Regional da Energia e Ambiente da Região Autónoma da Madeira",,,,,"PT","Madeira Tecnopolo","FUNCHAL","9000-390",,,,,,,,,,
70479,"NNE5/950/2001","100%RES-EL HIERRO","participant",,"REGION OF CRETE - REGIONAL ENERGY AGENCY OF CRETE",,,,,"EL","Kountourioti Square","HERAKLION CRETE",,,,,,,,,,,
70479,"NNE5/950/2001","100%RES-EL HIERRO","participant",,"E4TECH S.A''R.L.",,,,,"CH","Av. Louis Ruchonnet 57","LAUSANNE",,,,,,,,,,,
70479,"NNE5/950/2001","100%RES-EL HIERRO","participant",,"Cabildo Insular de El Hierro",,,,,"ES","Doctor Quintero Magdaleno",11,"Valverde de El Hierro",38900,,,,,,,,,
71287,"IPS-1999-8016","STARTEGI.ST","participant",,"ROBERT BOSCH GMBH",,,,,"DE","ROBERT-BOSCH-PLATZ 1","GERLINGEN",70839,,,,,,,,,,
71287,"IPS-1999-8016","STARTEGI.ST","participant",,"SISTEMAS MODULARES DISTRIBUIDOS",,,,,"PT","R. ALVES REDOL 1","LISBOA",1000,,,,,,,,,,
71287,"IPS-1999-8016","STARTEGI.ST","coordinator",,"ROBERT BOSCH GMBH",,,,,"DE","ROBERT-BOSCH-PLATZ 3","GERLINGEN",70839,,,,,,,,,,
71287,"IPS-1999-8016","STARTEGI.ST","participant",,"SWEDISH INSTITUTE OF COMPUTER SCIENCE",,,,,"SE","ISAFJORDSGATAN 22","KISTA",16428,,,,,,,,,,
71287,"IPS-1999-8016","STARTEGI.ST","participant",,"SEXTANT AVIONIQUE S.A.",,,,,"FR","RUE JEANNE BRACONNIER 5/7","MEUDON LA FORET",92366,,,,,,,,,,
71287,"IPS-1999-8016","STARTEGI.ST","participant",,"RHONE-POULENC SYSTEMS",,,,,"FR","RUE DE VILLIERS 47","NEUILLY-SUR-SEINE",92527,,,,,,,,,,
71287,"IPS-1999-8016","STARTEGI.ST","participant",,"RICARDO GALLO VIDRO DE EMBALAGEM",,,,,"PT","APARTADO 13","MARINHA GRANDE",2431,,,,,,,,,,
71287,"IPS-1999-8016","STARTEGI.ST","participant",,"RIGEL ENGINEERING SA",,,,,"BE","AVENUE ROGIER 385","BRUXELLES",1030,,,,,,,,,,
70542,"ENK5-CT-2002-00668","MAST B LIQUID","participant",,"FOUNDATION OF RESEARCH AND TECHNOLOGY - HELLAS","TBC",,,,"EL","DEDALOU 36","IRAKLION",,,,,,,,,,,
70542,"ENK5-CT-2002-00668","MAST B LIQUID","coordinator",,"IMPERIAL COLLEGE OF SCIENCE"," TECHNOLOGY AND MEDICINE",,,,,"UK","Exhibition Road","LONDON","SW7 2BX","http://www.nimblesite.com/xcittic/",,,,,,,,
70542,"ENK5-CT-2002-00668","MAST B LIQUID","participant",,"NATIONAL UNIVERSITY OF IRELAND"," GALWAY",,,,,"IE","University Road","GALWAY",90,,,,,,,,,
70542,"ENK5-CT-2002-00668","MAST B LIQUID","participant",,"ALSTOM POWER SWEDEN AB",,,,,"SE",,"FINSPAANG","612 82",,,,,,,,,,
70542,"ENK5-CT-2002-00668","MAST B LIQUID","participant",,"MARTIN-LUTHER-UNIVERSITAET HALLE-WITTENBERG",,,,,"DE","Geusaer Strasse","MERSEBURG",6217,,,,,,,,,,
70542,"ENK5-CT-2002-00668","MAST B LIQUID","participant",,"ELECTRICITY AUTHORITY OF CYPRUS",,,,,"CY","Photi Pitta 15","NICOSIA",1399,,,,,,,,,,
70542,"ENK5-CT-2002-00668","MAST B LIQUID","participant",,"UNIVERSITY OF TWENTE",,,,,"NL","Drienerlolaan 5","HENGELO OV","75522 NB",,,,,,,,,,
71071,"G1RD-CT-2002-09001","NAS-SMARTWELD","participant",,"INSTITUTE OF PHYSICS OF MATERIALS - ACADEMY OF SCIENCES OF THE CZECH REPUBLIC",,,,,"CZ",22,"ZIZKOVA 22","BRNO",61662,,,,,,,,,
71071,"G1RD-CT-2002-09001","NAS-SMARTWELD","coordinator",,"METRODE PRODUCTS LTD",,,,,"UK","Hanworth Lane","CHERTSEY","KT16 9LL",,,,,,,,,,
70805,"QLG4-CT-2002-51611","ADOLF BAUMGARTNER","coordinator",,"UNIVERSITY OF BRADFORD",,,,,"UK","Richmond Road","BRADFORD","BD7 1DP",,,,,,,,,,
70315,"HPSE-CT-2002-60067","LOCIN +","coordinator",,"EUROPEAN ANTI POVERTY NETWORK",,,,,"BE","Rue des Congres 37-41 Bte 2","BRUXELLES",1000,,,,,,,,,,
70315,"HPSE-CT-2002-60067","LOCIN +","participant",,"VEREIN ZUR FOERDERUNG DES OESTERREICHISCHE NETZWERKS GEGEN ARMUT UND AUSGRENZUNG",,,,,"AT","Radetzkystrasse"," 27/2 14 a","WIEN",1030,,,,,,,,,
70315,"HPSE-CT-2002-60067","LOCIN +","participant",,"BELGISCH NETWERK ARMODEBESTRIJDING",,,,,"BE","Herenstraat",21,"LOUVAIN / LEUVEN",3000,,,,,,,,,
70315,"HPSE-CT-2002-60067","LOCIN +","participant",,"FINNISH FEDERATION FOR SOCIAL WELFARE AND HEALTH",,,,,"FI","Kotkankatu",9,"HELSINKI",510,,,,,,,,,
70315,"HPSE-CT-2002-60067","LOCIN +","participant",,"ARBEITERWOHLFAHRT BUNDESVERBAND E.V.",,,,,"DE","Oppelner Strasse 130","BONN",53119,,,,,,,,,,
70315,"HPSE-CT-2002-60067","LOCIN +","participant",,"EUROPEAN ANTI POVERTY NETWORK UK",,,,,"UK","Shore Road Newtownabbey - Room 14L05","NEWTOWN ABBEY","BT37 0QB",,,,,,,,,,
70315,"HPSE-CT-2002-60067","LOCIN +","participant",,"COLLEGAMENTO ITALIANO DI LOTTA ALLA POVERTA",,,,,"IT","Via dei Mille 6","ROMA",185,,,,,,,,,,
70911,"IST-2001-32148","CLIPCARD","participant",,"EUROCITIES ASBL",,,,,"BE","SQUARE DE MEEUS 18","BRUXELLES",1050,,,,,,,,,,
70911,"IST-2001-32148","CLIPCARD","participant",,"MAIRIE DE CANNES",,,,,"FR","RUE FELIX FAURE","CANNES",6406,,,,,,,,,,
70911,"IST-2001-32148","CLIPCARD","participant",,"COMUNE-PRINCIPIO DI VENTIMIGLIA",,,,,"IT","PIAZZA LIBERTA 3","VENTIMIGLIA",18039,,,,,,,,,,
70911,"IST-2001-32148","CLIPCARD","coordinator",,"CLIP CARD",,,,,"FR","1503 ROUTE DES DOLINES","VALBONNE",6560,,,,,,,,,,
70383,"CRAFT/71706/1999","IBPV","participant",,"SCHICON BVBA",,,,,"BE","Lindendreef 14","BEERSE",,,,,,,,,,,
70383,"CRAFT/71706/1999","IBPV","participant",,"BETA RESEARCH AND DEVELOPMENT LTD",,,,,"UK","50 Goodsmoor Road","SINFIN DERBY",,,,,,,,,,,
70383,"CRAFT/71706/1999","IBPV","coordinator",,"VANE",,,,,"NL","Villapark 19","Delden","7491 BT",,,,,,,,,,
70383,"CRAFT/71706/1999","IBPV","participant",,"STROOMWERK ENERGY BV",,,,,"NL","Stationsweg 18a","DEVENTER",388,"http://www.stroomwerk.nl",,,,,,,,,
70383,"CRAFT/71706/1999","IBPV","participant",,"RESCHNER",,,,,"DE","Langobardenallee 6","Berlin",14052,,,,,,,,,,
70383,"CRAFT/71706/1999","IBPV","participant",,"SOCO",,,,,"IT","Via San Paolo 25","Agrate Milano","CP 61 2004",,,,,,,,,,
70383,"CRAFT/71706/1999","IBPV","participant",,"Center for Renewable Energy Sources",,,,,"EL","19 th Km Marathon Av","Pikermi","19 09",,,,,,,,,,
70383,"CRAFT/71706/1999","IBPV","participant",,"BLUEPRINT Product Development Ltd",,,,,"UK","Holroyd Mill"," Dean Clough","Halifax","HX3 5AX",,,,,,,,,
70383,"CRAFT/71706/1999","IBPV","participant",,"MVO Gomma S.r.l.",,,,,"IT","Strada Statale 460"," No.22","Sparone (TO)",10080,,,,,,,,,
70383,"CRAFT/71706/1999","IBPV","participant",,"ISTITUTO GIORDANO S P.A.",,,,,"IT","VIA ROSSINI",2,"BELLARIA",47814,,,,,,,,,
70847,"GRD1/40235/2001","INSTANT OLYMPIC","coordinator",,"NEXT - INGEGNERIA DEI SISTEMI S.P.A.",,,,,"IT","Via Stanislao Cannizzaro 51","ROME",,,,,,,,,,,
70847,"GRD1/40235/2001","INSTANT OLYMPIC","participant",,"ALGOSYSTEMS S.A.",,,,,"EL",206," Syngrou Avenue","KALITHEA"," ATHENS",,,,,,,,,
70847,"GRD1/40235/2001","INSTANT OLYMPIC","participant",,"L.E.A.T. S.R.L. LABORATORIO ELETTRONICO ASSISTENZA TECNICA",,,,,"IT","Aeorport G.B. Pastine","CIAMPINO - ROME",,,,,,,,,,,
70847,"GRD1/40235/2001","INSTANT OLYMPIC","participant",,"PRIVED SECURITY SERVICES COMPANY KARAKITSOS SECURITY S.A.",,,,,"EL",63," Vouliagmenis Ave. & 48 Zeppou Str.","GLYFADA - ATHENS",,,,,,,,,,
70847,"GRD1/40235/2001","INSTANT OLYMPIC","participant",,"VERNICOS YACHTS & HOLDINGS SA",,,,,"EL","11 Poseidonos Ave.","ALIMOS",,,,,,,,,,,
70847,"GRD1/40235/2001","INSTANT OLYMPIC","participant",,"TERRAFIX LIMITED",,,,,"UK","23C Newfiled Industrial Estate"," High Street","TUNSTALL"," STOKE-ON-TRENT",,,,,,,,,
70787,"QLK1-CT-2001-02229","EID + DNA TRACING","participant",,"TECHNICAL UNIVERSITY OF MUNICH",,,,,"DE","Arcisstrasse 21","MUENCHEN",80333,,,,,,,,,,
70787,"QLK1-CT-2001-02229","EID + DNA TRACING","participant",,"ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELL'ABRUZZO E DEL MOLISE ""G. CAPORALE"" DI TERAMO",,,,,"IT","Via Campo Boario s.n.","TERAMO",64100,,,,,,,,,,
70787,"QLK1-CT-2001-02229","EID + DNA TRACING","participant",,"INSTITUTO NACIONAL DE INVESTIGACION Y TECNOLOGIA AGRARIA Y ALIMENTARIA",,,,,"ES","Carretera de la Coruça Km7.5","MADRID",28014,,,,,,,,,,
70787,"QLK1-CT-2001-02229","EID + DNA TRACING","participant",,"COMMISSION OF THE EUROPEAN COMMUNITIES",,,,,"IT","Via Enrico Fermi 1","BARASSO",21020,,,,,,,,,,
70787,"QLK1-CT-2001-02229","EID + DNA TRACING","participant",,"INSTITUTO CANARIO DE INVESTIGACIONES AGRARIAS",,,,,"ES",,"SANTA CRUZ DE TENERIFE",38200,,,,,,,,,,
70787,"QLK1-CT-2001-02229","EID + DNA TRACING","participant",,"GESIMPEX COMERCIAL S.L.",,,,,"ES","Pau Claris"," 165 5°C-D","BARCELONA",8037,,,,,,,,,
70787,"QLK1-CT-2001-02229","EID + DNA TRACING","participant",,"SHEARWELL DATA LIMITED",,,,,"UK","Puthan Farm"," Wheddon Cross"," Minehead"," Somerset","WINSFORD","TA24 7AS",,,,,,,
70787,"QLK1-CT-2001-02229","EID + DNA TRACING","participant",,"IDENTIGEN LIMITED",,,,,"IE","Innovation Centre"," Trinity College","DUBLIN 2",,,,,,,,,,
70787,"QLK1-CT-2001-02229","EID + DNA TRACING","coordinator",,"N/A",,,,,,,,,,,,,,,,,,
71087,"G6TR-CT-2001-00078","XCEPTION","coordinator",,"CRITICAL SOFTWARE S.A.",,,,,"PT","R. Pedro Nunes"," IPN","COIMBRA","3030-1999",,,,,,,,,
70638,"QLG4-CT-2002-51218","LEPICARD EVE","coordinator",,"UNIVERSITY COLLEGE LONDON",,,,,"UK","The Cruciform Building"," Gower street","LONDON","WC1E 6BT",,,,,,,,,
71421,"IST-2001-33051","XPERTSA","coordinator",,"FATRONIK SYSTEM S.A.",,,,,"ES","POLIGONO INDUSTRIAL IBAITARTE 1","ELGOIBAR",20870,,,,,,,,,,
71421,"IST-2001-33051","XPERTSA","participant",,"LIGERON SA",,,,,"FR","LES ALGORITHMES BATIMENT EUCLIDE","SAINT-AUBIN",91190,,,,,,,,,,
71421,"IST-2001-33051","XPERTSA","participant",,"FUNDACION TEKNIKER","TEKNIKER",,,,"ES","Avenida Otaola 20","EIBAR GUIPUZCOA",,"http://www.tekniker.es",,,,,,,,,
71421,"IST-2001-33051","XPERTSA","participant",,"INDUSTRIAS ANAYAK S.A.",,,,,"ES","POLIGONO INDUSTRIAL ITZIAR","ITZIAR - DEBA",20829,,,,,,,,,,
71421,"IST-2001-33051","XPERTSA","participant",,"GOITEK SYSTEM"," S.L.",,,,,"ES","POLIGONO INDUSTRIAL OLASO 27","ELGOIBAR",20870,,,,,,,,,
71421,"IST-2001-33051","XPERTSA","participant",,"MAGYAR TUDOMANYOS AKADEMIA SZAMITASTECHNIKAI ES AUTOMATIZALASI KUTATO INTEZET","MTA SZTAKI"," SZAMITASTECHNIKAI",,,,"HU","KENDE U. 13-17","BUDAPEST",,,,,,,,,,
71421,"IST-2001-33051","XPERTSA","participant",,"BOURNEMOUTH UNIVERSITY",,,,,"UK","TALBOT CAMPUS - FERN BARROW","POOLE","BH12 5BB",,,,,,,,,,
71421,"IST-2001-33051","XPERTSA","participant",,"K. FOUR LIMITED",,,,,"UK","73 PARK ROAD","PETERBOROUGH","PE1 2TN",,,,,,,,,,
71421,"IST-2001-33051","XPERTSA","participant",,"CEGOS-KADETECH S.A.S.",,,,,"FR","11 RUE RENE JACQUES","ISSY LES MOULINEAUX",92130,,,,,,,,,,
71421,"IST-2001-33051","XPERTSA","participant",,"MECOF MAGYARORSZAG KFT.",,,,,"HU","ROZSA UTCA 14","TAKSONY",2335,,,,,,,,,,
70243,"G1ST-CT-2002-50341","MICROSPAYMED","participant",,"EROTHITAN TITANIMPLANTATE AG",,,,,"DE","Eichenrain 28","SCHMALKALDEN",98574,,,,,,,,,,
70243,"G1ST-CT-2002-50341","MICROSPAYMED","participant",,"METALLISATION LTD",,,,,"UK","Pear Tree Lane"," West Midlands","DUDLEY",,"http://www.metallisation.com",,,,,,,,
70243,"G1ST-CT-2002-50341","MICROSPAYMED","participant",,"AACHEN UNIVERSITY OF TECHNOLOGY",,,,,"DE","Jülicher Str.344a","AACHEN",52056,,,,,,,,,,
70243,"G1ST-CT-2002-50341","MICROSPAYMED","participant",,"E.O. PATON ELECTRIC WELDING INSTITUTE - NATIONAL ACADEMY OF SCIENCES OF UKRAINE",,,,,"UA",11,"Bozhenko Street 11","KIEV",3680,,,,,,,,,
70243,"G1ST-CT-2002-50341","MICROSPAYMED","participant",,"PROJECTION PLASMA SYSTEM S.A.",,,,,"FR","Z.I. du Colombier","MONTBAZENS",12220,,,,,,,,,,
70243,"G1ST-CT-2002-50341","MICROSPAYMED","participant",,"FUNDACION INASMET*",,,,,"ES","Paseo Mikeletegi 2"," Parque Tecnologico Miramon","SAN SEBASTIAN",20009,,,,,,,,,
70243,"G1ST-CT-2002-50341","MICROSPAYMED","participant",,"STICHTING KATHOLIEKE UNIVERSITEIT",,,,,"NL","Philips van Leydenlaan 25","NIJMEGEN","6500 HB",,,,,,,,,,
70243,"G1ST-CT-2002-50341","MICROSPAYMED","participant",,"B-P-E INTERNATIONAL DR. HORNIG GMBH",,,,,"DE","Foehrenstrasse 51","ECKENTAL",90542,,,,,,,,,,
70243,"G1ST-CT-2002-50341","MICROSPAYMED","participant",,"B.T.I. BIOTECHNOLOGY INSTITUTE S.L.",,,,,"ES","Leonardo da Vinci 14 B"," Parque Tecnologico de Alav","MINANO",1510,,,,,,,,,
70243,"G1ST-CT-2002-50341","MICROSPAYMED","participant",,"HELMED SPINE IMPLANTS S.A.",,,,,"EL","Gamveta Street 66","THESSALONIKI",54642,,,,,,,,,,
70243,"G1ST-CT-2002-50341","MICROSPAYMED","coordinator",,"TRATAMIENTOS SUPERFICIALES IONTECH S.A .",,,,,"ES","Calle Gabiria 86 Poligono Ventas","IRUN",20305,,,,,,,,,,
70243,"G1ST-CT-2002-50341","MICROSPAYMED","participant",,"TLS TEROLAB SERVICES GERMANY GMBH",,,,,"DE","Helmholtzstrasse 4-6","LANGENFELD (RHEINLAND)",40764,,,,,,,,,,
70243,"G1ST-CT-2002-50341","MICROSPAYMED","participant",,"TEKNIMED S.A.",,,,,"FR","Rue d'Apollon",11,"SAINT JEAN "," L'UNION",31240,,,,,,,,
71285,"IPS-1999-8013","BASIS","participant",,"SITESA ADDAX",,,,,"FR","RUE DU PRE MILLIET","MONTBONNOT",38330,,,,,,,,,,
71285,"IPS-1999-8013","BASIS","participant",,"SYSTEC GESELLSCHAFT FOR DIGITAL ANALOG-TECHNIK",,,,,"DE","SCHARNWEBERSTRASSE 100","BERLIN",13405,,,,,,,,,,
71285,"IPS-1999-8013","BASIS","participant",,"SNECMA S.A. SOCIETE NATIONALE D`ETUDE ET DE CONSTRUCTION DE MOTEURS D`AVIONS",,,,,"FR","BOULEVARD DU GENERAL MARTIAL VALIN 2","PARIS",75724,,,,,,,,,,
71285,"IPS-1999-8013","BASIS","participant",,"SISTEMAS MODULARES DISTRIBUIDOS",,,,,"PT","R. ALVES REDOL 1","LISBOA",1000,,,,,,,,,,
71285,"IPS-1999-8013","BASIS","participant",,"SILVERTECH",,,,,"UK","FOUNDRY LANE","HORSHAM","RH13 5PX",,,,,,,,,,
71285,"IPS-1999-8013","BASIS","participant",,"SEISSA",,,,,"ES","CASTILLO 2ND FLOOR 1 ESCAL. 24","MADRID",28001,,,,,,,,,,
71285,"IPS-1999-8013","BASIS","participant",,"SEKAS",,,,,"DE","PERCHTINGER STRASSE 3","MUENCHEN",81379,,,,,,,,,,
71285,"IPS-1999-8013","BASIS","participant",,"SELECO",,,,,"IT","VIALE TREVISO 15","PORDENONE",33170,,,,,,,,,,
71285,"IPS-1999-8013","BASIS","participant",,"SELISA SA SOCIETE ELECTRONIQUE INFORMATIQUE SYSTEMES AUTOMATISME",,,,,"FR","AVENUE DU PARC 17","CHILLY MAZARIN",91380,,,,,,,,,,
71285,"IPS-1999-8013","BASIS","coordinator",,"ROBERT BOSCH GMBH",,,,,"DE","ROBERT-BOSCH-PLATZ 3","GERLINGEN",70839,,,,,,,,,,
70437,"NNE5/649/2001","BIODINA","coordinator",,"ENERGIA HIDROELECTRICA DE NAVARRA"," S.A.",,,,,"ES","Yanguas y Miranda"," 1-5°","Pamplona",31002,,,,,,,,
70437,"NNE5/649/2001","BIODINA","participant",,"INSTITUTO TECNICO Y DE GESTION AGRICOLA"," S.A.",,,,,"ES","Carretera Sadar s/n"," Edificio el Sario","PAMPLONA",,,,,,,,,
70437,"NNE5/649/2001","BIODINA","participant",,"LURGI LIFE SCIENCE GMBH",,,,,"DE","Augustusburger Street 34","CHEMNITZ",,,,,,,,,,,
70437,"NNE5/649/2001","BIODINA","participant",,"FUNDACION CETENASA",,,,,"ES","Poligono Elorz s/n","NOAIN",31110,,,,,,,,,,
70437,"NNE5/649/2001","BIODINA","participant",,"ORGANISATION NATIONALE INTERPROFESSIONELLE DES OLEAGINEUX",,,,,"FR","Avenue Georges V",12,"PARIS",,,,,,,,,,
70437,"NNE5/649/2001","BIODINA","participant",,"SERVICIOS DE LA COMARCA DE PAMPLONA"," S.A.",,,,,"ES","General Chinchilla",7,"PAMPLONA",,,,,,,,,
70371,"QLK3-CT-2003-01772","BLOODGEN","participant",,"UNIVERSITAETSKLINIKUM ULM",,,,,"DE","SYRLINSTRASSE 38","ULM",89073,,,,,,,,,,
70371,"QLK3-CT-2003-01772","BLOODGEN","coordinator",,"UNIVERSITY OF THE WEST OF ENGLAND"," BRISTOL",,,,,"UK","Coldharbour Lane"," Frenchay Campus","BRISTOL",,,,,,,,,
70371,"QLK3-CT-2003-01772","BLOODGEN","participant",,"SERVEIS SANITARIS DE REFERENCIA - CENTRE DE TRANFUSIO I BANC DE TEIXITS",,,,,"ES","Pg. Vall d'Hebron 119-129","BARCELONA",8035,,,,,,,,,,
70371,"QLK3-CT-2003-01772","BLOODGEN","participant",,"CLB - SANQUIN BLOOD SUPPLY FOUNDATION",,,,,"NL","Plesmanlaan 125","AMSTERDAM","1066 CX",,,,,,,,,,
70371,"QLK3-CT-2003-01772","BLOODGEN","participant",,"NATIONAL BLOOD AUTHORITY",,,,,"UK","Southmead Road","BRISTOL","BS10 5ND",,,,,,,,,,
70371,"QLK3-CT-2003-01772","BLOODGEN","participant",,"UNIVERSITY HOSPITAL LUND",,,,,"SE",,"LUND","221 85",,,,,,,,,,
70371,"QLK3-CT-2003-01772","BLOODGEN","participant",,"INSTITUTE OF HAEMATOLOGY AND BLOOD TRANSFUSION",,,,,"CZ","U. Nemocnice 1","PRAHA 2","128 20",,,,,,,,,,
70371,"QLK3-CT-2003-01772","BLOODGEN","participant",,"PROGENIKA BIOPHARMA S.A.",,,,,"ES","VP/ Parque Tecnologico"," ED801-2","DERIO",48160,,,,,,,,,
70371,"QLK3-CT-2003-01772","BLOODGEN","participant",,"BIOTEST AG","BIOTEST",,,,"DE","LANDSTEINER STRASSE 5","DREIEICH",,"http://www.biotest.de",,,,,,,,,
71032,"QLK1-CT-2001-30237","SALMONELLA SYMPOSIUM","coordinator",,"UNIVERSITAET LEIPZIG","ULEIMED",,,,"DE","RITTERSTRASSE 26","LEIPZIG","PF 100920","http://www.imise.uni-leipzig.de"," http://www.izbi-uni-leipzig.de",,,,,,,,
71079,"ENK6-CT-2001-50042","BARBARA APICELLA","coordinator",,"IMPERIAL COLLEGE OF SCIENCE"," TECHNOLOGY AND MEDICINE","TBC",,,,"UK","South Kensington Campus","LONDON",,,,,,,,,,
